hotel_name,price_bdt,num_reviews,comment,price_eur,source
Baan Sukreep - Zen Garden Cottages,5269.0,533,"garden territory, nice villas and bungalows, cool fusion kitchen restaurant and friendly kind hosts. Many little creatures live together with you but they are...",43.91,TripAdvisor
Satva Samui,2345.0,185,stay for 6 additional months due to the COVID situation. All throughout my stay I continued taking yoga classes and enjoyed the delicious meals. The hotel staff was...,19.54,TripAdvisor
Chaantalay Hotel,5091.0,197,,42.42,TripAdvisor
Pinthong Aonang villa,7516.0,120,"must for a relaxing stay in Krabi but with a shuttle service to the beach (10 mins) its well placed for exploring the region.
Wanna the host and her beautiful family...",62.63,TripAdvisor
ZZ House,912.0,369,"the air conditioners work well.  A very reasonable rate for short or longer terms.  The highlight is the host, Boyd, who is not only a unique character; but a",7.6,TripAdvisor
Baan Habeebee Resort,5888.0,270,"The hotel is magical and carefully maintained, tastefully decorated,",49.07,TripAdvisor
Ideo Phuket Hotel,3105.0,251,,25.88,TripAdvisor
i Lanna House,4623.0,233,"atmosphere and nicely decorated hotel in a quiet area of Chiang Mai. 

Everything is within walking distance, The staff are welcoming and we liked it so much we",38.52,TripAdvisor
Hideaway Resort Ban Chang,5245.0,52,well behaved staff in general a great place to stay with a super swimming pool and quality bedding and towels.,43.71,TripAdvisor
Summer Breeze Hotel,3813.0,373,like it was yesterday. The fantastic staff are all still here thank goodness. They really make the place. The hotel has had some upgrades and I heard they are,31.78,TripAdvisor
Howie's HomeStay,91152.0,139,"we saw on the website, the fact that it was designed by the pre-eminent hotel designer in Asia, the single-party occupancy but Jerri and Howie managed to exceed...",759.6,TripAdvisor
The Privilege Hotel Ezra Beach Club,14442.0,835,The ambiance of the hotel was superb  The staff,120.35,TripAdvisor
Absolute Sanctuary,13395.0,426,airy so initially I was so pleased.,111.62,TripAdvisor
Lanta Mermaid Boutique House,2172.0,653,and only paid the driver on arrival at the hotel. It took 50 minutes from Krabi Airport to the ferry terminal and waited only 5 minutes to be on ferry. Ferry,18.1,TripAdvisor
Nongthale Mountain View,2928.0,107,"View and very much endorse all the 10/10 recommendations. While the experience was luxurious in every aspect, above all the resort excels with exceptional standards of...",24.4,TripAdvisor
Amanta Hotel & Residence Sathorn,10157.0,148,"Wonderful room,",84.64,TripAdvisor
Chedi Home,2725.0,426,can honestly say it was a really fantastic hotel. The staff were really helpful and loved to chat to you. The rooms are spacious and the bed is very comfortable but...,22.71,TripAdvisor
Salad Hut Bungalows,10243.0,438,comfortable bed.,85.36,TripAdvisor
VC@Suanpaak Hotel & Serviced Apartment,10741.0,197,"close to the airport, and close to central big shopping mall. 
We rented a huge appartment, it was very clean, had a nice pool and very friendly staff. 
Nice dining...",89.51,TripAdvisor
Divine Comedie Boutique Hotel,5437.0,866,Very,45.31,TripAdvisor
Escape-Cabins,3840.0,386,"last week. The accomodation is beautiful, individual cabins. Ours was very spacious and well appointed with everything we needed. This included a kitchenette with...",32.0,TripAdvisor
Sleep Mai? Lifestyle Hotel Thapae,2846.0,198,needed.,23.72,TripAdvisor
U-Tiny Boutique Hotel Suvarnabhumi Airport Hotel,4250.0,724,Hotel is very good,35.42,TripAdvisor
Rakkawan Residence,2957.0,148,,24.64,TripAdvisor
Peace Blue Naiharn,14140.0,104,Amazing service and accommodation!,117.83,TripAdvisor
Shama Petchburi 47 Bangkok,9469.0,407,short stays when visiting the hospital which is only 200 yards away. Wifi was good and rooms are very comfortable. Pity that the restaurant is still not working,78.91,TripAdvisor
The Yorkshire Hotel,4587.0,1082,"are always friendly. Nanda in particular. She is great! So helpful, polite, efficient and always greets you with the most welcoming smile.
The Yorkshire are very...",38.22,TripAdvisor
iWualai Hotel,4218.0,205,,35.15,TripAdvisor
Viva Vacation Resort,8191.0,222,"It's very peaceful and relaxing. The rooms are spacious and clean, although not the most modern.

The apartments are spaced out around the garden so you don't",68.26,TripAdvisor
Ya Nui Resort,3449.0,267,"and truly enjoyed our experience. The resort looks exactly like the advertisement, offering comfort and privacy. All of the staff members are very helpful and do",28.74,TripAdvisor
lyf Sukhumvit 8 Bangkok,5107.0,105,the location is excellent!,42.56,TripAdvisor
Amari Don Muang Airport Bangkok,7344.0,4225,Best hotel in Don muang staffs from Zeppelin restaurant really the best ... Thank to Rasamee and her team ... love the way they remember,61.2,TripAdvisor
Kata Bai D Inn,3014.0,323,"place as we loved it last year. We had 4 beautiful days here which is right next to the beautiful kata beach. Sam , with a smiling face is always there to help you",25.12,TripAdvisor
Tara Place Bangkok,4269.0,1683,,35.58,TripAdvisor
Roost Glamping,2551.0,202,"tents was such a great experience! The place is very cozy and nice. I loved the pool area, so easy to meet people, especially if you are traveling alone. The beds",21.26,TripAdvisor
Bed To Bangkok,2108.0,346,"bathroom are clean. it' super cozy. 
i stayed on a dormitory room. it's nice and clean. there is a living room, you can take some water and relax on the sofa.
the...",17.57,TripAdvisor
The 3 Sis,5850.0,915,"meal in the restaurant. The service, the ambience and the food was outstanding. 
This restaurant was spotlessly clean. Would recommend you visiting when in the...",48.75,TripAdvisor
Lamduan Boutique Homestay,5696.0,140,"ticket for half year ago to travel Chiangmai and stay here , The place is nice and close to city with facilities ,people nice very helpful this the place I didnot...",47.47,TripAdvisor
Living Room Guesthouse and Cafe Bar,1860.0,130,stay here again next time i am in karon Thanks craig and pim for a lovely stay .,15.5,TripAdvisor
Ruen Come In,1875.0,343,,15.62,TripAdvisor
Saboey Resort and Villas,91034.0,598,"night was in a beach villa and the second night was in a standard suite. Both rooms were clean, the food was good, has a nice quiet little beach, rooms were...",758.62,TripAdvisor
Jamahkiri Resort & Spa,12449.0,1287,,103.74,TripAdvisor
Fair House Villas & Spa,11559.0,837,"anything wrong with this place. Don't get me wrong, its not quite the paradise in the photos or the best hotel in the world but it was lovely and just what we...",96.32,TripAdvisor
Golden Tulip Mandison Suites,5957.0,1276,"We enjoyed staying here friendly staff like TAR,CHAI,JAM,MEILI,GALE",49.64,TripAdvisor
Siam Bayshore,10702.0,2249,"The best service mind staff ever, when I checked in, hotel's serve welcome drink & cookie to us,highly recommend to stay hear for vocation and specially they are also",89.18,TripAdvisor
Deevana Krabi Resort,4707.0,494,ao nang beach. The rooms are clean and comfortable. Nice breakfast on the terrace. Too bad half of the swimming pool was closed (I didn't really understood why,39.22,TripAdvisor
Alpha Gay Resort,8908.0,223,to keep you comfortable.,74.23,TripAdvisor
Pop-In Hostel,2071.0,269,"you can take taxi boats to go around!
Quiet area, with cheap shops, delicious street food and restaurant!
Small room with fan and AC but comfortable beds, socket...",17.26,TripAdvisor
iSanook Bangkok,4695.0,2528,"had changed completely over the last years - but the culture warm, efficient service continues.

A few suggestions from my side is to improve on upkeep and",39.12,TripAdvisor
KC Beach Club and Pool Villas,8116.0,668,"... i think, but i think it was possible to book some food maybe they do grab food delivery",67.63,TripAdvisor
Shewe Wana Suite Resort,12306.0,302,"all amenities. Lovely food and wonderful, friendly, helpful staff. Breakfasts are best Ive had in Thailand. Location not far from old town and markets. Thoroughly...",102.55,TripAdvisor
Ampha Place Hotel,3868.0,199,"Great air con, is a must,fantastic",32.23,TripAdvisor
Kanchanaburi City Hotel,3539.0,203,Had a good nights,29.49,TripAdvisor
ThongRan's House,3725.0,312,and a decent sized bathroom.,31.04,TripAdvisor
All in 1 Guesthouse,1932.0,947,"door into lively vibrant street life. Two wonderful restaurants, DASH and GERMAN BEERGARDEN. Green Lotus massage just down the streetlovely, professional",16.1,TripAdvisor
Baan Malai Guesthouse,1839.0,238,to the bus station & night bazaar.Super location very good self service breakfast what more can you say....lovely staff. Ideal for Maesai visa border crossings or...,15.32,TripAdvisor
United Residence,4355.0,191,"Little bit on the not so good as to be realistic, the living room with the sofa could do with more charging points near the sofa and take note this is not really a...",36.29,TripAdvisor
La-or Resort,2366.0,220,"bars and restaurants. The pool is good serviced and clean, the Garden has many trees for shadow and is also well maintained. The rooms are in Bungalows and spacy",19.72,TripAdvisor
Awana House,2411.0,639,"Id recommend others to do so, just so long as",20.09,TripAdvisor
PanPan Hostel,3157.0,152,"spotlessly clean, secure and have lots of great perks such as free toast and jam 24hrs, drinking water, laundry, library and freebies box. So well run. Clean showers...",26.31,TripAdvisor
Chez Charly Bungalow,3425.0,300,"days. A great host, The room is very clean and well kept. Charly showed me around and I was off. The beach is a 10 minutes walk and it is a really nice beach. I...",28.54,TripAdvisor
60 Blue House,1541.0,202,owners. Stayed for two weeks with a baby. The small yard was great as our 1-year old could run around. Cheap bicycle rental made it easy to go everywhere - they even...,12.84,TripAdvisor
Hostel Lullaby,3100.0,101,"November, and it was an amazing stay. The general vibe is really laidback and relaxed, and the staff are so friendly and willing to try their best to help with...",25.83,TripAdvisor
The Star of Sathorn Hotel,7290.0,143,me plan where I should go including tips of travelling around Bangkok. It is only 3 minutes walk away from the station with 24 hours convenient store just 1 minute...,60.75,TripAdvisor
Good One Poshtel & Cafe Bar,2951.0,251,"singe cubicle rooms (mine was on floor 4) are cheap and nasty, way too small for my liking and with a rock hard bed. Also you have no control over the room",24.59,TripAdvisor
Grandma Kaew House,1603.0,229,greeted and taken care of by the lady at the accommodation. The bed was amazing and the room was really spacious and clean. In the morning a basket is placed,13.36,TripAdvisor
Rustic Guesthouse,1413.0,309,things to do. We also were able to check in a little bit earlier. We loved the room it was just very beautiful. You can easily walk to the nightmarket and see some...,11.78,TripAdvisor
Na Rak O Resort,1360.0,301,"located in a quiet spot not far from the main Chiang Rai bus station. I'd best describe it as a backpacker resort rather than a hotel or similar, but I really liked",11.33,TripAdvisor
Thai Smile Bungalows,2354.0,116,day we wake up in morning  weather good The atmosphere of this bungalows is good. Staff service every thing quiet and relax good sleep every night come back for next...,19.62,TripAdvisor
Dear Hotel,2785.0,438,Glenn. When you asked him anything you got a condescending response which gets tiresome quickly. If you are under 25 i am sure you will be in for similar treatment. He...,23.21,TripAdvisor
TUI BLUE Mai Khao Lak,22350.0,2169,We received a,186.25,TripAdvisor
La Flora Resort Patong,29638.0,948,"An excellent level of cleanliness,",246.98,TripAdvisor
Centre Point Hotel Silom,17165.0,2700,I can't believe,143.04,TripAdvisor
"ShaSa Resort & Residences, Koh Samui",14988.0,582,Everything from the pick,124.9,TripAdvisor
Montania Lifestyle Hotel,5712.0,257,"scenery and is perfect if you want to relax and listen to nature. The staff were all kind, polite and so helpful with arranging our trip and onward travel. You will not",47.6,TripAdvisor
Centara Hotel & Convention Centre Udon Thani,5507.0,1315,Good location links with Central,45.89,TripAdvisor
The Legend Chiang Rai Boutique River Resort & Spa,4802.0,1337,Stayed just 1 night and was total bliss.Delux room facing,40.02,TripAdvisor
Thai House Beach Resort,10864.0,990,"quiet airconditioning, a very comfortable bed/bedding, and a good sized balcony that had a view of a pretty courtyard garden.",90.53,TripAdvisor
Arbour Hotel And Residence,24100.0,94,... beautiful place with good food and drinks rather than a traditional chain business hotel (they have a,200.83,TripAdvisor
Twin Lotus Resort & Spa,9421.0,1248,The private Pool suites are a good,78.51,TripAdvisor
Novotel Sriracha & Koh Si Chang Marina Bay,12845.0,158,"a cozy new resort in Sri Racha, Cholburi, with Panoramic Sea View but",107.04,TripAdvisor
The Pattern Boutique Hotel,2564.0,97,"designed rooms, clean, with all the facilities you need! Their food and drinks are 10/10. Nice neighbourhood, quiet and not touristy, a few minutes walk to BTS...",21.37,TripAdvisor
The Bayview Hotel,16911.0,1474,The bed was amazing - soft with,140.93,TripAdvisor
Paradox Resort Phuket,9282.0,4123,large balcony furnished well.a,77.35,TripAdvisor
The Leaf on The Sands by Katathani,3056.0,420,"plush than the adjacent Sands hotel, but the Sands is a bit too child-friendly for our liking. When we first got to the Leaf we were both a little disappointed as it...",25.47,TripAdvisor
Samui Boat Lagoon,11742.0,415,"staff and though the beach may not be perfect to some it is quiet, very pretty and the water is fine for cooling off even if its not deep enough to swim. 
Contrary",97.85,TripAdvisor
"Aonang Phu Petra Resort, Krabi",3305.0,1261,"the best stay in town for the price per night.

Firstly the rooms are absolutely huge. Not only do you get a massive bedroom, but theres a private study area, a",27.54,TripAdvisor
Dara Samui Beach Resort,10439.0,1295,"équipes, cool and fresh and with a beautiful light.",86.99,TripAdvisor
Access Resort & Villas,6162.0,943,We were very happy,51.35,TripAdvisor
The Rim Resort,10782.0,845,"unload your suitcase for adventure. The bathroom is large enough for a shower and a bath. Comfortable large size twin bed, 2 large soft pillows, thread count of sheets...",89.85,TripAdvisor
Solitaire Bangkok,9196.0,1076,,76.63,TripAdvisor
Sea View Resort & Spa Koh Chang,8891.0,1935,Such a,74.09,TripAdvisor
The Quarter Onnut by UHG,3975.0,128,"Very hospitable staff, very clean",33.12,TripAdvisor
Mook Lanta Eco Resort,1855.0,559,My overall stay,15.46,TripAdvisor
Hyde Park Chiangmai,4054.0,197,facilities.,33.78,TripAdvisor
Grand Fortune Hotel Bangkok,9274.0,1419,Very good and nice service for test and go Booking and fast,77.28,TripAdvisor
Breezotel,1917.0,456,most. Its located near beach (barely 5-6 minutes walk) and many multi cuisine restaurants are near this property. Place is well maintained. Their breakfast was...,15.98,TripAdvisor
Feung Nakorn Balcony Rooms & Cafe,4975.0,707,"enough for a 17"" laptop.",41.46,TripAdvisor
Ao Nang Home Stay,2105.0,175,looking for a place in Ao Nang or near Krabi. The rooms are small but cozy and nicely decorated. Mr. Chang helps you with everything you could need and there is an...,17.54,TripAdvisor
Sri Panwa Phuket Luxury Pool Villa Hotel,301585.0,973,high end interior.,2513.21,TripAdvisor
Wyndham Grand Phuket Kalim Bay,38016.0,800,we stayed in,316.8,TripAdvisor
Dusit Thani Laguna Phuket,19735.0,2745,"... spoil my vacey at all...I enjoyed myself in a peaceful,relaxing and friendly environment.I",164.46,TripAdvisor
Mercure Samui Chaweng Tana,12500.0,878,"The staff are very efficient and friendly.  The rooms are well appointed,  with multi use plug sockets, which which take UK 3 pin plugs. The TV has no English",104.17,TripAdvisor
Grande Centre Point Terminal 21,25548.0,2939,"super friendly, the test centre was on site (with an actual nurse) in a scenic location, the room service and breakfast were amazing.",212.9,TripAdvisor
SQ Boutique Hotel Managed by The Ascott,19006.0,1267,I will definitely give 5 starts,158.38,TripAdvisor
Centara Koh Chang Tropicana Resort,8366.0,1402,We had a Premium Deluxe Cabana,69.72,TripAdvisor
Sunwing Kamala Beach,11946.0,1122,"Excellent Location, 5-star quality",99.55,TripAdvisor
Pavilion Samui Villas & Resort,9866.0,1582,The staff are really friendly,82.22,TripAdvisor
LiT Bangkok Hotel & Residence,13619.0,1465,Lovely modern & clean hotel in central,113.49,TripAdvisor
Yaang Come Village,8112.0,1121,"breakfast, all that at a reasonable price.",67.6,TripAdvisor
"Cmor by Recall Hotels, Chiang Mai",4647.0,385,"Good price,",38.72,TripAdvisor
Deevana Plaza Phuket Patong,6288.0,3471,"the resort and will be staying there in the future. The rooms are a decent size , clean and modern. The staff are very helpful and friendly with a special mention to...",52.4,TripAdvisor
Centara Karon Resort Phuket,5021.0,5871,clean everyday.,41.84,TripAdvisor
Metadee Concept Hotel Phuket,12957.0,1658,The property,107.98,TripAdvisor
Grande Centre Point Sukhumvit 55,9884.0,453,,82.37,TripAdvisor
Novotel Bangkok IMPACT,12196.0,531,I received,101.63,TripAdvisor
Ibis Styles Bangkok Sukhumvit 4,5841.0,323,It was our anniversary and they put so much effort in making it to our liking from the moment we walked,48.68,TripAdvisor
Centara Nova Hotel & Spa Pattaya,3146.0,556,Everything was great just as,26.22,TripAdvisor
Andaman Seaview Hotel,3409.0,1546,swimming pool.,28.41,TripAdvisor
Eastin Tan Hotel Chiang Mai,6003.0,457,"Excellent service on check-in and transport to the Chiang Mai Ram Hospital for a PCR test, and transport back to the",50.02,TripAdvisor
"Holiday Inn Bangkok Silom, an IHG Hotel",8729.0,3113,Bangkok from high floors,72.74,TripAdvisor
Royal View Resort,7790.0,912,little dated but ok. Wifi ok. Breakfast was reasonable choice. Easy to get around. Building nearby so a title noisy at times but not the hotels fault.  Taxi to airport...,64.92,TripAdvisor
Somerset Park Suanplu Bangkok,7801.0,908,is great. Night food court nearby is amazing. 8 huge river shrimp for 200 BHT its the last stall on the street. Don't miss the street fried chicken across from the...,65.01,TripAdvisor
Palm View Resort,2965.0,299,"location, with the Most Amazing Staff. Rooms are spacious, modern and clean. A nice pool on offer and the restaurant offers amazing home cooked Thai food as well",24.71,TripAdvisor
Vipa Tropical Resort,4339.0,240,"stayed. If you want to be surrounded by mountains and greenery while being a short walk away from the hustle and bustle, this is perfect. The staff are super",36.16,TripAdvisor
Nanda Heritage Hotel,6527.0,269,The bed,54.39,TripAdvisor
Tavee Guest House,1613.0,294,"have too many nice things to say and dont know where to start! From the moment you walk in, you are family.   Ive been taking Traditional Thai Herbal Medicine course...",13.44,TripAdvisor
Yindee Stylish Guesthouse,2213.0,374,friendly and always around if you have any questions. The rooms were clean and cozy. Bathroom was pretty basic but did the job! The best part for us was the...,18.44,TripAdvisor
Baan Dinso Hostel,3849.0,322,lovely old (estimated early/mid 20th c.) wooden building in a quiet backstreet in central Bangkok. It's a 10-15 minute walk to the Royal Palace. The building is...,32.08,TripAdvisor
Ananas Phuket Hostel,2077.0,191,Islands. Pi Ti recommended us where to go for dinner and arranged ferry and transportation to the pier for us. He also gave us great tips for our trip. Thank you Pi Ti,17.31,TripAdvisor
SAii Phi Phi Island Village,21523.0,5641,children enjoyed going to the pool in the afternoons after our daily boat trip to some amazing snorkelling.,179.36,TripAdvisor
Serenity Hotel & Spa Kabinburi,9193.0,130,,76.61,TripAdvisor
Amari Koh Samui,11205.0,3503,"Good location close to Central Festival Samui, great swimming pool with",93.38,TripAdvisor
Travelodge Sukhumvit 11,4306.0,1258,one night for the test and go that staff was helpful and check-in,35.88,TripAdvisor
The Passage Samui Villas & Resort,8842.0,1097,"booked this hotel for my guests for my wedding, and arranged a party on the beach the day before the wedding. The hotel delivered a fantastic party. Great food and...",73.68,TripAdvisor
"Hotel Muse Bangkok Langsuan, MGallery Collection",15236.0,4483,The hotel is very good I have a nice,126.97,TripAdvisor
Thai Garden Resort,8246.0,683,"resort, but it never felt crowded although it was almost fully booked during our stay. Very good location and easy to get around.
Room was not modern, but everything...",68.72,TripAdvisor
Am Samui Palace,6466.0,378,size balcony.,53.88,TripAdvisor
Ascott Sathorn Bangkok,14176.0,1025,machines and tumble dryer so it was very handy after a trip from Phuket.,118.13,TripAdvisor
Selina Serenity Rawai Phuket,6276.0,1340,I didn't,52.3,TripAdvisor
Mut Mee Garden Guest House,946.0,594,Mediterranean-Thai feel mainly because of the ochre and stone colour tiles.,7.88,TripAdvisor
Sri Pat Guest House,2474.0,548,"in great location. Friendly, helpful staff. Small quiet pool area with not a lot of chairs but nice for a cool dip in hot weather but not heated during the cooler...",20.62,TripAdvisor
Pullman Bangkok Hotel G,12542.0,5365,Highly recommended Pullman G in the heart of the city of Bangkok Thailand Friendly and professional Staff Good and relaxing View Excellent,104.52,TripAdvisor
The Elements Krabi Resort,7932.0,366,friendly and helpful we could not of asked for better welcoming and service would definitely return if we're in the area the food was excellent and very tasty,66.1,TripAdvisor
Khaolak Laguna Resort,5982.0,1028,,49.85,TripAdvisor
Park Plaza Sukhumvit Bangkok,6879.0,2949,"friendly staff, clean, close to train st. The best part is  the personal touch from the Room Service Manager, Mdm Mummy Lek, helping my family to settle the extra bed",57.32,TripAdvisor
Sawaddi Patong Resort & Spa by Tolani,5451.0,1134,"Deer Fon Tu , and night staff at thé front good food and nice for relaxing stay quiteplace but Walk a bit from hôtel to beach ny thé Way all good recomen ti stay",45.42,TripAdvisor
Lilac Relax-Residence,3614.0,612,small but reasonable for a short stay. The hotel is well maintained and managed. The 24 hour airport shuttle is the biggest advantage of staying here. There are a,30.12,TripAdvisor
Kokotel Chiang Mai Nimman,3797.0,225,"my credit card, but hotel' staff help me to dissolve the situation. Finally I get  my room and pay in cheapness. The best is location, not far from shopping street...",31.64,TripAdvisor
Pai Country Hut,1200.0,243,"toilet, shower, hammock and porch. 
Basic but beautiful, looking over a grassy garden, very good location two minutes from walking street, near the river. 
Breakfast...",10.0,TripAdvisor
Kokotel Bangkok Surawong,4308.0,307,staff. Bathroom spacious and staff efficient. Even has a little kitchenette. Nothing to complain. Water available from a vending outside room corridor. its like a...,35.9,TripAdvisor
2home RESORT,2075.0,217,main strip and budget friendly for both accomodation and scooter rental. I stayed once for a bout 4 or 5 months and they even genuinely remembered me from 5 years ago!,17.29,TripAdvisor
Smart Suites,3433.0,1049,,28.61,TripAdvisor
Southern Fried Rice,931.0,274,"... due to COVID, therefore the room rate was quite low (250 THB- budget room with breakfast included), but we feel thanks enough, we rejected our breakfast as",7.76,TripAdvisor
Simplitel Hotel,3099.0,708,"great company.
The staff very professional & helpful especially NOI head receptionist always helpful and smiley 
In general most of the team really nice & warm. 
I",25.82,TripAdvisor
Seven Senses Guest House,3355.0,250,"from the main City.  The staff were lovely and really helpful.  Small pool, but perfect for a refreshing dip, if not a big swim.
Preorder for next days breakfast",27.96,TripAdvisor
Thapae Loft Hotel,4594.0,284,"and this hotel was perfect. Great central location, rooms are well equipped, beds are comfortable, theres no breakfast facilities however there is plenty around so...",38.28,TripAdvisor
Sourire @ Rattanakosin Island,4048.0,638,"located at the heart of the tourist district! Clean & super friendly, helpful staff...only down side is breakfast is very slow & limited in choice... also...",33.73,TripAdvisor
The Cube Hostel,1839.0,215,friendly and helpful. Good location in the city and very clean room with green environment on the ground floor. Highly recommend if you are a solo traveler and  looking,15.32,TripAdvisor
Parinda Hotel,5824.0,309,"on this trip and this was certainly the best value.  It's nearly new, so very clean and modern, and my room was as large and well furnished as other hotels in",48.53,TripAdvisor
Graceland Khaolak Beach Resort,12755.0,2153,,106.29,TripAdvisor
Millennium Hilton Bangkok,30260.0,7543,Beautiful views chaowpraya,252.17,TripAdvisor
Nora Beach Resort and Spa,12978.0,1407,The restaurant sat elevated from the beach with lovely views,108.15,TripAdvisor
Diamond Resort Phuket,10164.0,164,Lovely hotel Great location and free shuttle to the beach and boat,84.7,TripAdvisor
Outrigger Surin Beach Resort,21348.0,598,Amazing service - staff go above and beyond,177.9,TripAdvisor
Mai Samui Beach Resort & Spa,6025.0,1761,"sea view, delicious breakfast in every morning and lovely-helpful staffs especially K'Tik.",50.21,TripAdvisor
Lebua At State Tower,15508.0,9270,"when back home, it is the best yet! and also the club lounge, which I used every day!June and Toh(I hope I got the names right) brought me my drink before I asked, th...",129.23,TripAdvisor
DusitD2 Chiang Mai,13213.0,2369,,110.11,TripAdvisor
Sriwilai Sukhothai Resort & Spa,7094.0,249,The standard room was lovely but the suite was an outstanding,59.12,TripAdvisor
JC Kevin Sathorn Bangkok Hotel,5802.0,5093,floor with great view onto the city.,48.35,TripAdvisor
Hi Chiangrai Hotel,4398.0,419,light and modern design.,36.65,TripAdvisor
The Senses Resort & Pool Villas,7787.0,1010,,64.89,TripAdvisor
Centara Anda Dhevi Resort and Spa,4637.0,2997,"water slide, and special thanks to staff member, Pong, who helped us out and became a good friend.",38.64,TripAdvisor
Skymoon Resort,20607.0,71,drinks; warm and super friendly staff.,171.72,TripAdvisor
Barefeet Naturist Resort Bangkok,6842.0,145,"rest of the staff. Friendly and safe environment. Lovely pool area. Extremely good breakfast. Good local and western menu available.

Near DMK airport, and close to a...",57.02,TripAdvisor
Fern Resort,3546.0,554,lush grounds near Mae Hong Son. The cabins are private and of a good size. Staff are locally hired and congenial. The pools are very nice. There are yoga classes (for,29.55,TripAdvisor
Altera Hotel & Residence,6832.0,474,-Amazing staff/employees (very friendly and happy to help you with any questions you might have).,56.93,TripAdvisor
Ibis Styles Bangkok Sukhumvit Phra Khanong,6320.0,286,Got higher floor rooms,52.67,TripAdvisor
COSI Pattaya Wong Amat Beach,3260.0,157,"The team members were very accommodative, lobby and pool ambience is very",27.17,TripAdvisor
sala lanna Chiang Mai,8965.0,309,"good choice for Chiang Mai. It's a 4-star property and, while not perfect, it is a good value.  Beds are comfortable and the A/C works really well (A/C remote is in...",74.71,TripAdvisor
Fishermens Harbour Urban Resort,4107.0,620,"every day, friendly helpful staff, great location,would stay there again and recommend to anybody",34.22,TripAdvisor
Cozytel Chiangmai,3169.0,344,featured all necessary devices.,26.41,TripAdvisor
The Peri Hotel Khao Yai,7471.0,340,We liked extremely friendly staff which is always,62.26,TripAdvisor
Pineapple Guesthouse,1430.0,272,"travelling south east Asia. We checked in at 11pm and that was no worries. The lady who I think runs it was AMAZING, so lovely. They have free things u can borrow to...",11.92,TripAdvisor
Centara Sonrisa Residences & Suites Sriracha,5961.0,326,,49.68,TripAdvisor
Sabai Sathorn,5765.0,259,apartment with good size rooms and quiet location but in easy walk to bars and BTS very friendly mix of older/ younger and more permanent longer term customers which...,48.04,TripAdvisor
The Verandah,2702.0,520,the pool we had access to was dreamy.,22.52,TripAdvisor
Arthaya Villas,6817.0,94,"mattress to the coffee! The owner and staff are professional and kind!  The food is excellent, no need to go anywhere else once you have checked in. The resort is a",56.81,TripAdvisor
Siam Lanna (cm) Guesthouse,1727.0,68,"Very clean, good smell all over the",14.39,TripAdvisor
Aonang Goodwill,1696.0,456,"visit to Ao nang, stayed here again, had 2 nights in Jan 2019, before heading out to the islands for 2 weeks.

The hotel, rooms & staff are great. My 1st visit, I...",14.13,TripAdvisor
Laksasubha Hua Hin,6914.0,716,comfortable.,57.62,TripAdvisor
Charlie House Pinklao,3647.0,339,definitely a hidden gem in the middle of a very busy city. A short 3 minute walk from the main road takes you down a small lane to the hotel with plenty of signage...,30.39,TripAdvisor
Travelodge Pattaya,2383.0,816,,19.86,TripAdvisor
"Kantary Hotel, Ayutthaya",8342.0,582,"Full facilities ( oven, kitchen equipments included, washing machine",69.52,TripAdvisor
Chivapuri Beach Resort Koh Chang,8833.0,272,"forest gardens Chivapuri is a haven of calm and peacefulness. Approximately 2 hours from Trat airport in a taxi and ferry, the resort is set on the south east corner",73.61,TripAdvisor
Grande Centre Point Hotel Ratchadamri,13379.0,2013,It was almost a perfect hotel,111.49,TripAdvisor
Hotel Amber Pattaya,4645.0,267,"Only issue I have is that you only get approximately 4 hours sunshine, Im a sun worshipper but 4 hours isnt enough for me, but apart from that, this hotel is absolutely",38.71,TripAdvisor
Somerset Ekamai Bangkok,13219.0,256,the pool with nice views.,110.16,TripAdvisor
Lisu Lodge,13939.0,233,"stayed for one night enroute to our resort in Chiang Mai. We are so glad that we made this small detour.  The lodge is small, quaint and so peaceful. Everyone who",116.16,TripAdvisor
Impiana Resort Chaweng Noi,7162.0,1983,We,59.68,TripAdvisor
K.B. Resort,10121.0,362,,84.34,TripAdvisor
Ananta Burin Resort,7312.0,1087,,60.93,TripAdvisor
sala rattanakosin Bangkok,12211.0,503,The breakfast,101.76,TripAdvisor
Novotel Bangkok Silom Road (Formerly Novotel Bangkok Fenix Silom),5266.0,4367,Great location and really,43.88,TripAdvisor
The Briza Beach Resort,6917.0,1504,"The hotel is beautiful,",57.64,TripAdvisor
dusitD2 Hua Hin,8922.0,78,Well,74.35,TripAdvisor
Sakorn Residence & Hotel,3234.0,627,"first trip to Thailand in 6 years. Located on the tiny street 5 min walk from the pedestrian bridge over Ping river and 20 min walk from the old town, it's not in the...",26.95,TripAdvisor
Holiday Inn Express Phuket Patong Beach Central,7053.0,2046,"... service mind from staff, 24 front desk service, good information feom tourist agency",58.78,TripAdvisor
Best Western Phuket Ocean Resort,4626.0,1050,,38.55,TripAdvisor
Q Zone Boutique,3359.0,164,"what a little Gem, owners were fab and really couldn't do more for us - even booked our onward coach tickets and ensured we got to the bus station on time. Lovely...",27.99,TripAdvisor
Sukhothai Heritage Resort,5103.0,581,Northern Thailand. We had a Junior suite which was massive. The hotel offers a well priced excursion to the Sukhothai Historical  Park which is a must. The,42.52,TripAdvisor
Kokotel Krabi Ao Nang,4053.0,386,We were greated by the beautiful manager Littie She was soo lovely Great way,33.78,TripAdvisor
